l,m,Clm,Slm,sigmaClm,sigmaSlm
24,5,-7.117933141326351e-09,-2.14262378272962e-08,6.169792428e-13,6.190396946e-13
24,6,3.62207110028164e-09,1.36044582864928e-09,7.74475282e-13,7.692786642e-13
24,7,-6.06363568035722e-09,4.916727246767521e-09,9.442653849e-13,9.454734117e-13
24,8,1.54072555437137e-08,-3.6081224499691202e-09,1.1570662e-12,1.154698981e-12
24,9,-1.15751520988093e-08,-1.78355593524251e-08,1.37876192e-12,1.376969389e-12
24,10,1.09719273685843e-08,2.12569237716145e-08,1.611985225e-12,1.612592947e-12
24,11,1.51845349640653e-08,1.78040482985835e-08,1.855254813e-12,1.85505152e-12
24,12,1.14861865026666e-08,-6.17826525931362e-09,2.077190478e-12,2.076009762e-12
24,13,-3.0220519137482903e-09,2.9347639113908403e-09,2.351427088e-12,2.350782623e-12
24,14,-1.99569522298403e-08,-2.04641456836742e-09,2.58197093e-12,2.582774868e-12
24,15,6.354909004441781e-09,-1.59566972644154e-08,3.082782592e-12,3.080404039e-12
24,16,8.449039177522281e-09,2.7202414661283103e-09,3.199172175e-12,3.199698721e-12
24,17,-1.19426848977209e-08,-6.44428063179946e-09,3.861694928e-12,3.856454984e-12
24,18,-3.6938414745559e-10,-1.03054147076774e-08,4.007535001e-12,4.006727656e-12
24,19,-4.4460772019339106e-09,-8.675184291522692e-09,4.637952633e-12,4.639901956e-12
24,20,-5.65651494083195e-09,8.642127223551491e-09,5.399423832e-12,5.404108513e-12
24,21,5.539116660860301e-09,1.41196394253887e-08,5.095384449e-12,5.092620621e-12
24,22,3.99587089888849e-09,-3.9359677628830304e-09,7.301023906e-12,7.303247968e-12
24,23,-6.1907827689296404e-09,-8.82037161858174e-09,8.973340665e-12,8.976651071e-12
24,24,1.26584862526522e-08,-3.68695020064771e-09,7.237294784e-12,7.252461219e-12
25,0,3.2059873432993904e-09,0.0,4.459731e-13,0.0
25,1,6.37138847616777e-09,-9.15694492187822e-09,4.263614608e-13,4.688092826e-13
25,2,2.27175340858446e-08,9.34694216870053e-09,4.71423236e-13,4.386913269e-13
25,3,-9.68121214416588e-09,-1.43065467749278e-08,4.743205558e-13,4.723801201e-13
25,4,1.01626991717437e-08,2.96899934977453e-10,5.398430971e-13,5.308090506e-13
25,5,-1.10411938574063e-08,-4.12570457156021e-10,6.038564815e-13,6.059795123e-13
25,6,1.62742318697154e-08,1.63730412787704e-10,7.539708813e-13,7.488214524e-13
25,7,9.59277390590897e-09,-6.622545018076721e-09,9.154583387e-13,9.167375423e-13
25,8,2.08273934296886e-09,1.83591500651598e-10,1.119992927e-12,1.117659024e-12
25,9,-3.03729337788405e-08,2.29531799333138e-08,1.345216225e-12,1.343493075e-12
25,10,8.99521256113324e-09,-4.41650495583955e-09,1.560884325e-12,1.560967615e-12
25,11,1.8895891309712e-09,1.03199175018396e-08,1.821114908e-12,1.820736951e-12
25,12,-7.76048780369275e-09,1.1571228873282e-08,2.02567231e-12,2.024728248e-12
25,13,7.96380614113776e-09,-1.16510263641772e-08,2.28110355e-12,2.28009952e-12
25,14,-1.99222544811326e-08,6.56132857540598e-09,2.560932484e-12,2.561251024e-12
25,15,-4.4458947936488305e-09,-7.411718254878761e-09,2.932603598e-12,2.9304423e-12
25,16,1.30555080737715e-09,-1.29019675679949e-08,3.281868323e-12,3.281326414e-12
25,17,-1.5511375299179e-08,-3.7045842586562203e-09,3.446848223e-12,3.442479488e-12
25,18,1.53751891476056e-09,-1.48836219419485e-08,4.150050754e-12,4.149105226e-12
25,19,7.76475227215034e-09,9.80656239211915e-09,4.286686576e-12,4.289770266e-12
25,20,-7.984892573293581e-09,-9.63153241628964e-10,4.909959661e-12,4.915469311e-12
25,21,1.06934402783522e-08,7.75981477961148e-09,5.748477278e-12,5.745541665e-12
25,22,-1.41390853980964e-08,3.8614428836821e-09,5.330181467e-12,5.331872463e-12
25,23,8.58533773832998e-09,-1.26390122596887e-08,7.717413755e-12,7.720811889e-12
25,24,4.2415222466386605e-09,-8.39704764872638e-09,9.486416968e-12,9.481874064e-12
25,25,1.04936582302616e-08,4.94806311613958e-09,7.634652553e-12,7.632787569e-12
26,0,5.892383922714321e-09,0.0,4.482772355e-13,0.0
26,1,-1.43319110570104e-10,-6.64887064948804e-09,4.284140658e-13,4.712306822e-13
26,2,-1.5860609336811601e-09,1.15037894054995e-08,4.731727552e-13,4.402076105e-13
26,3,1.51051173837328e-08,4.04520346602643e-09,4.746362846e-13,4.727378724e-13
26,4,1.90768148829694e-08,-2.02269514773407e-08,5.35163791e-13,5.260407805e-13
26,5,1.31550147271952e-08,7.82252579346489e-09,5.954279295e-13,5.975895888e-13
26,6,9.603500260570241e-09,-1.05154531780729e-08,7.351754078e-13,7.300133663e-13
26,7,-1.58724772386567e-09,4.4475635593849805e-09,8.922570858e-13,8.93656942e-13
26,8,3.4708230006580205e-09,1.7810774725133402e-09,1.089373126e-12,1.086952226e-12
26,9,-1.30951109455882e-08,7.12297780037371e-10,1.307039922e-12,1.305445199e-12
26,10,-1.49687595268914e-08,-5.6612705581927405e-09,1.531892437e-12,1.532320532e-12
26,11,-4.62743446256929e-09,1.6754432243637202e-09,1.770125152e-12,1.76972466e-12
26,12,-1.70122946545135e-08,2.33132044906936e-09,1.994724172e-12,1.993762038e-12
26,13,-1.75513139698735e-10,1.5365973762284e-09,2.231186714e-12,2.230773472e-12
26,14,7.667766061187431e-09,8.064743269449951e-09,2.478243965e-12,2.479244729e-12
26,15,-1.33588337938914e-08,8.297677215352041e-09,2.869745178e-12,2.867591582e-12
26,16,1.5856820659206502e-09,-6.39944339909513e-09,3.04695366e-12,3.04650546e-12
26,17,-1.20031981259207e-08,7.91630313460838e-09,3.557679966e-12,3.554391864e-12
26,18,-1.29374429771876e-08,4.89690075031118e-09,3.703549737e-12,3.702931034e-12
26,19,-2.26428688962503e-09,3.76903918895651e-09,4.468373797e-12,4.472053468e-12
26,20,6.231417565065351e-09,-1.19791260868403e-08,4.570210998e-12,4.573670194e-12
26,21,-9.161149812211801e-09,1.94168847145814e-09,5.23276443e-12,5.229158354e-12
26,22,1.03782069803566e-08,7.0651724873475e-09,6.081344818e-12,6.080513189e-12
26,23,1.02380077761227e-09,1.07241407841736e-08,5.619267706e-12,5.623344093e-12
26,24,9.02984567710755e-09,1.47824676612315e-08,8.13278786e-12,8.133678814e-12
26,25,3.7813820873718805e-09,-5.8090578533085e-10,1.002637904e-11,1.001966334e-11
26,26,6.58079776883815e-10,2.07680147905818e-09,8.040908852e-12,8.032222792e-12
27,0,3.6136019657179605e-09,0.0,4.524265338e-13,0.0
27,1,2.8613790092726504e-09,1.58725486281296e-09,4.321135417e-13,4.753983053e-13
27,2,6.60064834219505e-10,-6.16368940081158e-10,4.769186911e-13,4.436823421e-13
27,3,3.5308405809483802e-09,1.04827640336862e-08,4.769440961e-13,4.751039507e-13
27,4,-1.5992605508565402e-09,8.05817743399237e-09,5.338770121e-13,5.246523775e-13
27,5,1.46091224731707e-08,1.49905332122623e-08,5.888256497e-13,5.909838247e-13
27,6,4.9682084747843806e-09,6.4122599129418204e-09,7.225175045e-13,7.173586531e-13
27,7,-1.11317957339811e-08,-6.9052336397754004e-09,8.733932789e-13,8.747998624e-13
27,8,-8.037390170012171e-09,-8.76275609221432e-09,1.061643368e-12,1.059182112e-12
27,9,3.0663250141063003e-09,1.12697745241444e-08,1.286722153e-12,1.285227494e-12
27,10,-1.35132202071968e-08,1.2679412306264201e-09,1.488417481e-12,1.48843641e-12
27,11,2.2367059641023402e-09,-9.43953879456798e-09,1.759305942e-12,1.758743705e-12
27,12,-1.09642570429207e-08,2.0699246882863e-09,1.941724095e-12,1.940887583e-12
27,13,-4.571763486597141e-09,-4.673389289302281e-09,2.219266113e-12,2.218771209e-12
27,14,1.53376443115287e-08,1.18222605412149e-08,2.428588724e-12,2.429214657e-12
27,15,-2.1322295435262803e-09,1.4711210811953902e-09,2.843698421e-12,2.842197195e-12
27,16,2.57210136783173e-09,3.1699737925252402e-09,3.049865961e-12,3.049163939e-12
27,17,4.4247257320538205e-09,5.04761416469733e-10,3.307928526e-12,3.303828347e-12
27,18,-2.0716433850485003e-09,7.87754369082609e-09,3.858397756e-12,3.857494506e-12
27,19,-2.72870630975609e-10,-2.4000657648377e-09,3.981104295e-12,3.985203006e-12
27,20,-1.27144544010381e-09,3.6603567963339e-09,4.793007162e-12,4.795552323e-12
27,21,4.92315735762124e-09,-6.65258577857072e-09,4.875269698e-12,4.872486559e-12
27,22,-5.821228327622201e-09,2.8908469154348904e-09,5.52890722e-12,5.529970804e-12
27,23,-5.32113281672823e-09,-1.15996372993086e-08,6.487974434e-12,6.491881714e-12
27,24,3.84567638284934e-10,-2.2400339873729703e-09,5.909278507e-12,5.907275398e-12
27,25,1.20948180878227e-08,6.009854367820611e-09,8.613241429e-12,8.605857224e-12
27,26,-6.825187536978231e-09,-2.3867462868753704e-09,1.059820072e-11,1.06063637e-11
27,27,8.063274744231841e-09,1.0734674912769801e-09,8.471042795e-12,8.478684986e-12
28,0,-9.77255422916287e-09,0.0,4.577509166e-13,0.0
28,1,-5.27777339142806e-09,8.71875125510949e-09,4.370677293e-13,4.809441412e-13
28,2,-1.50090481289917e-08,-8.25563771463205e-09,4.8194307e-13,4.483151337e-13
28,3,2.90294937280847e-09,1.01837144304814e-08,4.807789895e-13,4.789905107e-13
28,4,-1.4131914912849301e-09,1.12846526653792e-08,5.340784034e-13,5.246348424e-13
28,5,1.1973859137171e-08,-4.72242194400193e-09,5.859884243e-13,5.881866633e-13
28,6,-4.6112608310258204e-09,1.29268989665903e-08,7.112879785e-13,7.061077672e-13
28,7,-2.58748370052781e-09,5.65213308123501e-09,8.578503131e-13,8.593573978e-13
28,8,-3.0692886886428402e-09,-1.7568290830231001e-09,1.041414594e-12,1.03887064e-12
28,9,9.28183302402545e-09,-1.26959520585365e-08,1.257106893e-12,1.255746636e-12
28,10,-1.0627433786487e-08,7.967516748767201e-09,1.472850733e-12,1.473125912e-12
28,11,-3.5442712514465302e-09,-1.83862678673097e-09,1.714546462e-12,1.714090622e-12
28,12,-8.673712896348201e-10,1.03395485690751e-08,1.93660875e-12,1.935768935e-12
28,13,2.12618929075416e-09,5.90056882694103e-09,2.166400065e-12,2.1661803e-12
28,14,-8.12189419768024e-09,-1.28622517938612e-08,2.414439737e-12,2.415207304e-12
28,15,-1.22505585322372e-08,-2.1859485052278504e-09,2.745570098e-12,2.74396169e-12
28,16,-4.63917494351985e-09,-1.32800356759863e-08,2.958577565e-12,2.957723137e-12
28,17,1.3795821936392e-08,-4.98351924534829e-09,3.322656816e-12,3.320292727e-12
28,18,5.705559203735921e-09,-3.3360093247170903e-09,3.583299353e-12,3.582233056e-12
28,19,6.272979619036301e-09,2.41073344873701e-08,4.182683159e-12,4.186153519e-12
28,20,-1.5212055555629902e-09,6.4988661770671e-09,4.288317667e-12,4.29071466e-12
28,21,6.777473667099581e-09,6.6157696214077904e-09,5.1632334e-12,5.160043368e-12
28,22,-2.22934124422372e-09,-7.310290761673301e-09,5.167958648e-12,5.167959982e-12
28,23,6.888762066734231e-09,2.6679707342853403e-09,5.891891623e-12,5.894825797e-12
28,24,1.10608688152135e-08,-1.38835544251802e-08,6.875531954e-12,6.873542387e-12
28,25,7.36537968091873e-09,-1.74514354504311e-08,6.245450955e-12,6.240171315e-12
28,26,1.2069241125101e-08,3.82709374830503e-09,9.093790141e-12,9.102584853e-12
28,27,-8.0334018307132e-09,1.20736908869675e-09,1.122356258e-11,1.122461164e-11
28,28,6.813708437156061e-09,6.68225806608457e-09,8.960054436e-12,8.953477414e-12
29,0,-5.27746754099948e-09,0.0,4.645409735e-13,0.0
29,1,4.0282614005980106e-09,-1.35296840179441e-08,4.434023612e-13,4.879351636e-13
29,2,-2.3804607629498302e-09,-2.44184054950082e-09,4.885706337e-13,4.54403553e-13
29,3,3.813458552089761e-09,-1.15771835455321e-08,4.862188814e-13,4.844499234e-13
29,4,-2.53893575255871e-08,2.39984128186089e-09,5.367290934e-13,5.270915547e-13
29,5,-7.98305255657438e-09,5.95641758451428e-09,5.846850262e-13,5.869391231e-13
29,6,1.16502090437885e-08,1.03812293223298e-08,7.051045296e-13,6.998981746e-13
29,7,-3.5898183906071605e-09,-3.1501197703145204e-09,8.465571699e-13,8.481691693e-13
29,8,-1.95786885380484e-08,9.578957402899371e-09,1.021598783e-12,1.019033572e-12
29,9,7.71402300679876e-11,2.69312876471732e-09,1.246147082e-12,1.244880953e-12
29,10,1.37590285813959e-08,5.47154675676111e-11,1.437630557e-12,1.437665292e-12
29,11,-6.2286762893371705e-09,6.8672220885256906e-09,1.717374734e-12,1.716846862e-12
29,12,-7.79981834047572e-10,-4.85658030003158e-09,1.888712175e-12,1.887879404e-12
29,13,-1.4481234045133e-09,-2.63711856540103e-09,2.185273325e-12,2.1850603e-12
29,14,-3.0781292157060403e-09,-4.722614658685371e-09,2.355905418e-12,2.356450168e-12
29,15,-9.48432420499438e-09,-7.0503068897409e-09,2.800512627e-12,2.799684148e-12
29,16,1.54322038067069e-10,-1.46825574130345e-08,2.906241647e-12,2.905585334e-12
29,17,-2.2827377535652502e-09,-4.71163006045121e-09,3.239692839e-12,3.236169838e-12
29,18,-3.5510612513923703e-09,-2.82199653228616e-09,3.614881211e-12,3.614112967e-12
29,19,-6.211681662883851e-09,6.816910942219851e-09,3.881054236e-12,3.885525702e-12
29,20,-8.12200183965354e-09,5.785882852858611e-09,4.529781446e-12,4.530417276e-12
29,21,-9.960307807375041e-09,-5.13975930555701e-09,4.590874785e-12,4.587954164e-12
29,22,1.17101537814944e-08,-1.2385403028150202e-09,5.518935014e-12,5.519203894e-12
29,23,-1.91147050157587e-09,2.2179072127838003e-09,5.52747451e-12,5.529868051e-12
29,24,3.1274121413697903e-10,-2.2392597175303803e-09,6.232175006e-12,6.231547248e-12
29,25,5.7929040372111005e-09,8.74253014816183e-09,7.346798179e-12,7.347471218e-12
29,26,7.86549069288201e-09,-6.815088761494891e-09,6.579952585e-12,6.586764672e-12
29,27,-7.73198981621778e-09,-7.07562556147988e-10,9.630827136e-12,9.634304266e-12
29,28,9.534564354683141e-09,-5.7378127325696606e-09,1.187029518e-11,1.186792936e-11
29,29,1.28040811994594e-08,-5.21258169406697e-09,9.451414565e-12,9.456593016e-12
30,0,6.2562121354741705e-09,0.0,4.727572724e-13,0.0
30,1,2.72973894343765e-10,1.08707548640056e-09,4.512335851e-13,4.966566017e-13
30,2,-9.96215862964394e-09,-1.1734221407842901e-09,4.967254473e-13,4.619867007e-13
30,3,3.91860062241846e-09,-1.37359105421668e-08,4.934398282e-13,4.917027715e-13
30,4,-1.6657588375883302e-09,-3.75777572176683e-09,5.410404192e-13,5.312050741e-13
30,5,-2.6326711470606502e-09,-5.67403766994914e-09,5.864539034e-13,5.887106565e-13
30,6,-1.59153849215255e-10,8.36497154296697e-10,7.003703809e-13,6.950333389e-13
30,7,2.3927428889451404e-09,3.81285382471467e-09,8.377020262e-13,8.393946395e-13
30,8,4.65542676614469e-09,3.2704820191612504e-09,1.009362628e-12,1.006691835e-12
30,9,-8.021727470325481e-09,-1.17090583545495e-08,1.224204377e-12,1.223016944e-12
30,10,4.888955291795151e-09,-4.95634270010704e-09,1.431373015e-12,1.431624602e-12
30,11,-9.54981801117935e-09,1.03881068776e-08,1.680662586e-12,1.680355809e-12
30,12,1.70984337912031e-08,-1.07359752881943e-08,1.897799399e-12,1.897262877e-12
30,13,1.37936659250078e-08,2.9791908221496702e-09,2.137882292e-12,2.137781612e-12
30,14,4.835303015098991e-09,8.12217989910379e-09,2.378118741e-12,2.378607021e-12
30,15,6.55499236041115e-10,-1.06314990319328e-09,2.690512618e-12,2.689470278e-12
30,16,-1.05657801355094e-08,4.143084382856e-09,2.908906175e-12,2.907895149e-12
30,17,-6.88529822354661e-09,-5.87758197826825e-09,3.186950105e-12,3.184760884e-12
30,18,-1.11625831083733e-08,-7.96819714002388e-09,3.518310212e-12,3.517050557e-12
30,19,-1.36325257536558e-08,2.7496553874775203e-09,3.93899167e-12,3.942517013e-12
30,20,-5.222403417408e-09,1.33399593678695e-08,4.219643738e-12,4.221330177e-12
30,21,-1.16616533944857e-08,-5.544387748162471e-09,4.905953316e-12,4.903383289e-12
30,22,-5.242958384914821e-09,-8.708582953443011e-09,4.909078705e-12,4.910133973e-12
30,23,5.39261299563404e-09,-1.09749323115847e-08,5.938591661e-12,5.938724238e-12
30,24,-2.7375347496935602e-09,-2.5779196562631903e-09,5.856476291e-12,5.854997859e-12
30,25,3.0769533498316204e-09,-1.57203294648944e-08,6.65298754e-12,6.650454132e-12
30,26,1.3554428899215701e-09,1.25507804911946e-08,7.792383156e-12,7.796231813e-12
30,27,-7.72945455692539e-09,1.25530137120533e-08,6.965397739e-12,6.964021499e-12
30,28,-5.8242822907365304e-09,-8.093425961790491e-09,1.020757429e-11,1.0200336e-11
30,29,3.9388680021068305e-09,1.8769942765448904e-09,1.258548762e-11,1.259614472e-11
30,30,2.58872905026839e-09,8.47404049229424e-09,1.008085964e-11,1.007707262e-11
31,0,6.759558872995411e-09,0.0,4.823757022e-13,0.0
31,1,7.1208655259901305e-09,-1.84770459419085e-08,4.600443942e-13,5.063329735e-13
31,2,6.26154203227406e-09,5.11701696393821e-09,5.063193629e-13,4.709712735e-13
31,3,-6.59549099927025e-09,-7.54307380651232e-09,5.017318623e-13,5.000607297e-13
31,4,1.13910130575125e-08,-5.17626757673382e-09,5.475616717e-13,5.3746171e-13
31,5,-1.14815117556911e-08,5.45688229336428e-09,5.895770396e-13,5.918428785e-13
31,6,-8.510460302887629e-11,-2.95443951853031e-10,6.995230232e-13,6.941041509e-13
31,7,-1.5070500324073001e-09,-1.3420021552270302e-09,8.328655836e-13,8.34667973e-13
31,8,-3.13298214543888e-09,2.1397968597944502e-09,9.967227721e-13,9.939594358e-13
31,9,9.05434913698501e-10,5.84910197480299e-09,1.220058637e-12,1.218981048e-12
31,10,4.3696098681008006e-09,-4.892380494828821e-09,1.404278037e-12,1.404318065e-12
31,11,1.9862499274260502e-09,2.170444949909e-08,1.69215107e-12,1.691812836e-12
31,12,5.73469377238149e-10,3.995742096787711e-09,1.858143463e-12,1.857592711e-12
31,13,9.756922345296211e-09,4.666708886709191e-09,2.172271178e-12,2.172217616e-12
31,14,-8.055390025280491e-09,3.2341372520444403e-09,2.323627275e-12,2.324146265e-12
31,15,4.1577960626879e-09,-2.3637044591658202e-09,2.7901137e-12,2.789617552e-12
31,16,-6.879453557759611e-09,6.1440095266689606e-09,2.836821622e-12,2.83613081e-12
31,17,-2.9442388031416702e-09,6.85375599582282e-09,3.216015492e-12,3.213091121e-12
31,18,-5.28936370847284e-10,-2.4268789101792803e-09,3.458544738e-12,3.457838001e-12
31,19,2.13996689512175e-09,4.76933442873382e-09,3.844503633e-12,3.849188116e-12
31,20,-2.4489778263164402e-09,5.73327624756213e-09,4.287459839e-12,4.287553081e-12
31,21,-9.95579391995018e-09,7.431315043644171e-09,4.548203653e-12,4.54570662e-12
31,22,-9.89053262608394e-09,-1.12287412045968e-08,5.294443254e-12,5.294644576e-12
31,23,8.06346812078072e-09,4.30454840667965e-09,5.26601475e-12,5.266210754e-12
31,24,-2.8917179613537804e-09,-3.7157651269482804e-09,6.336819491e-12,6.335346753e-12
31,25,-1.66369271912713e-08,-1.7625423389792501e-09,6.274927702e-12,6.275257299e-12
31,26,-1.28492467047788e-08,1.7819928015560302e-09,7.036098318e-12,7.039766417e-12
31,27,-1.1375744957475201e-09,1.10351866545526e-08,8.326330629e-12,8.325474035e-12
31,28,1.02128260465742e-08,2.8460769498607504e-09,7.353416833e-12,7.348882774e-12
31,29,-2.0235808900580203e-09,-2.3259705099577803e-09,1.07944682e-11,1.081314574e-11
31,30,-8.24944801176014e-10,-8.135399216370951e-09,1.333169702e-11,1.333254371e-11
31,31,-8.825265141304251e-09,-1.5800441530542601e-09,1.060918886e-11,1.061507732e-11
32,0,-2.40069102843874e-09,0.0,4.933087817e-13,0.0
32,1,-7.60379802780217e-11,3.5793378942207003e-09,4.704775362e-13,5.178462241e-13
32,2,1.1503644190251e-08,-2.8730589096342603e-09,5.173290984e-13,4.8123005e-13
32,3,-4.17953125247504e-10,3.74043060547074e-09,5.119394932e-13,5.102864813e-13
32,4,1.9738357355351602e-09,-7.3048032246305005e-09,5.554019346e-13,5.450242509e-13
32,5,9.633741221375201e-09,1.27970514034257e-09,5.954889854e-13,5.977996689e-13
32,6,-1.11871751278545e-08,-8.39388197443387e-09,7.001207079e-13,6.946291488e-13
32,7,1.04620788654485e-09,4.4527110133754906e-09,8.298698097e-13,8.317266819e-13
32,8,1.34394490080056e-08,7.283320940924831e-09,9.913583879e-13,9.884925005e-13
32,9,5.4767334946545705e-09,-1.48470685632571e-09,1.205221955e-12,1.204208504e-12
32,10,-1.4174242104343701e-09,-4.9902498546060905e-09,1.404438904e-12,1.404685876e-12
32,11,-3.5276989192160403e-09,7.91325253076825e-09,1.663841465e-12,1.663720966e-12
32,12,-1.70810839891226e-08,1.37415162584771e-08,1.875773525e-12,1.875556543e-12
32,13,4.137972240288e-09,4.777459653324381e-09,2.134421984e-12,2.134277735e-12
32,14,-5.53224409229261e-09,1.96084765470841e-09,2.363448908e-12,2.363961265e-12
32,15,4.83785870438799e-09,-8.418062313751841e-09,2.683278838e-12,2.68262935e-12
32,16,3.73806031382141e-09,3.87318855870615e-09,2.889791849e-12,2.888667819e-12
32,17,-6.50749860066422e-09,1.00851760828723e-08,3.140978869e-12,3.138807943e-12
32,18,1.30243043474967e-08,-1.7670795922941001e-09,3.482466016e-12,3.481473015e-12
32,19,7.00643615011062e-10,-2.8730604296423904e-09,3.792815118e-12,3.796477826e-12
32,20,2.9654701068121803e-09,-1.33451032844611e-10,4.196856731e-12,4.19845829e-12
32,21,-2.3823691307843202e-09,1.16966902624541e-08,4.660487086e-12,4.658631812e-12
32,22,-1.22769417748446e-08,-2.36403591261502e-09,4.915652402e-12,4.916831163e-12
32,23,7.6661240260241e-09,-2.5049261074221903e-09,5.72329508e-12,5.721319201e-12
32,24,-3.749060759250221e-09,1.44487792042784e-10,5.617910272e-12,5.617642741e-12
32,25,-1.93382683967384e-08,-5.80498325227931e-09,6.820307816e-12,6.819797734e-12
32,26,5.3646368149247904e-09,-3.831133133469091e-09,6.644650983e-12,6.646652845e-12
32,27,-5.05614981629186e-09,-6.70069855588556e-09,7.519374663e-12,7.520874616e-12
32,28,1.5805804807671002e-09,-5.70090152057357e-09,8.846881404e-12,8.843391172e-12
32,29,3.74728957028376e-09,2.99601618668946e-09,7.784946064e-12,7.797252112e-12
32,30,-6.9190693222783905e-09,1.3379323342153302e-09,1.152172928e-11,1.15199133e-11
32,31,-6.09195377570215e-09,-2.91695326570828e-10,1.41457574e-11,1.415792258e-11
32,32,3.4815093896825602e-09,1.2631406403331402e-09,1.116561165e-11,1.115805561e-11
33,0,-3.6343039388732104e-09,0.0,5.05663419e-13,0.0
33,1,-1.7512104927405802e-09,-3.89034424017715e-09,4.822926618e-13,5.307534746e-13
33,2,-6.0563477342475204e-09,2.32368278791745e-09,5.298798936e-13,4.929181364e-13
33,3,-3.91263297693042e-10,6.15782393955306e-09,5.236109701e-13,5.219499698e-13
33,4,-6.40637500906537e-09,5.0883689482185805e-09,5.654550521e-13,5.547665155e-13
33,5,-3.25051577846993e-10,4.2775217393872406e-09,6.028093116e-13,6.051612367e-13
33,6,5.14237158663707e-10,-2.6011484004513203e-09,7.039457458e-13,6.983508643e-13
33,7,-3.7354813295353205e-09,7.37833391330471e-10,8.306575587e-13,8.325771372e-13
33,8,-4.001015567696841e-09,1.50821539525722e-08,9.851523584e-13,9.821644235e-13
33,9,5.2411134290887105e-09,1.09869474051027e-08,1.207148061e-12,1.206161142e-12
